Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/01/2027,245748,8965212,260549,8957428
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/02/2027,126813,4513455,96602,3050890
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/03/2027,336727,12632418,211034,7543395
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/04/2027,193095,6470251,209800,6479988
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/05/2027,110732,3871228,128303,3894600
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/06/2027,67249,2661131,85343,2686876
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/07/2027,131812,5400161,150316,5422116
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/08/2027,202913,7531464,221930,7555509
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/09/2027,132773,4723353,152074,4743356
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2025,177009,6496253,108810,4035711
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2025,245052,8418252,181157,5892908
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2025,76337,2462537,123038,3755380
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2026,276034,8767141,322149,10019386
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2026,195305,6309616,177862,5387205
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2026,201156,6274015,48173,1808264
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2026,77396,2891623,135314,4568047
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2026,55443,611486,118861,2463587
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2026,291065,10320636,293748,9916493
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2026,434639,15522989,456876,15704008
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2026,179797,6468481,254091,8639049
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2026,9978,18117,46175,1000790
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2026,149462,5411230,120033,4232729
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2026,217506,7333230,192380,6089926
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2026,48790,1377515,134262,3952398
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2027,248488,7682118,333373,10216404
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2027,167758,5224594,189085,5584223
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2027,173610,5188993,59396,2005282
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2027,49850,1806601,146537,4765065
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2027,27896,0,130085,2660605
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2027,263518,9235614,304971,10113511
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2027,407092,14437967,468099,15901026
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2027,152250,5383458,265314,8836067
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2027,0,0,57398,1197809
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2025,360754,10585662,342338,9844013
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2025,213324,6172377,193412,5361426
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2025,201556,7387510,178418,6497660
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2026,85255,2921553,61251,1985646
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2026,343677,9698551,316543,8697904
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2026,143498,4840859,115821,3775472
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2026,411242,12472675,380190,11342397
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2026,127575,4094181,94641,2899125
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2026,155984,5125957,121889,3866378
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2026,176331,6153129,139044,4824246
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2026,369397,10439694,186484,5320233
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2026,125472,4117302,84301,2663458
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2026,434747,12781924,390892,11263338
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2026,287317,8368638,241965,6780751
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2026,275550,9583772,226972,7916985
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2027,159248,5117815,109805,3404971
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2027,417670,11894813,365096,10117229
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2027,217492,7037121,164374,5194797
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2027,485235,14668937,428744,12761722
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2027,201568,6290443,143195,4318450
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2027,229977,7322218,170442,5285703
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2027,250324,8349391,187598,6243571
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2027,443390,12635956,235038,6739558
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2027,199465,6313563,132855,4082783
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2025,107938,3683822,103566,3529884
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2025,131036,4313680,126751,4163148
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2025,138280,4164818,112246,3471719
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2026,105080,3334739,88998,2807750
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2026,101499,3228052,97506,3088516
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2026,60317,1969680,56008,1822504
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2026,57532,1893387,53536,1758652
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2026,166258,5707528,113889,3683050
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2026,109239,3801134,106052,3696967
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2026,101168,3155095,99161,3073772
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2026,90228,3143654,88104,3060762
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2026,115805,3618849,103419,3258011
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2026,117401,4011805,114191,3901648
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2026,140498,4641663,137376,4534912
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2026,147743,4492800,122871,3843484
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2027,114543,3662722,99622,3179515
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2027,110961,3556035,108131,3460280
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2027,69780,2297663,66633,2194268
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2027,66994,2221370,64160,2130417
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2027,175721,6035511,124514,4054815
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2027,118702,4129117,116676,4068731
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2027,110630,3483077,109786,3445536
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2027,99691,3471637,98729,3432526
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2027,125268,3946832,114044,3629775
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2025,99628,3611245,99989,3540179
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2025,73547,2355257,73147,2274553
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2025,65489,2151736,60794,2063411
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2026,67826,1945477,55409,1781847
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2026,106269,3603412,101112,3465496
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2026,66871,2095459,58569,1993336
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2026,68283,2165586,60787,2076358
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2026,69352,1908658,56009,1820822
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2026,120161,4418414,113019,3904797
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2026,67344,2072788,59012,1974845
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2026,74078,2345753,67968,2248121
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2026,78279,2460013,73219,2357327
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2026,108876,3887101,107574,3780212
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2026,82796,2631112,80733,2514586
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2026,74738,2427591,68380,2303444
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2027,77074,2221332,62994,2021880
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2027,115518,3879267,108697,3705529
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2027,76120,2371315,66155,2233369
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2027,77532,2441442,68373,2316391
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2027,78601,2184514,63594,2060855
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2027,129409,4694270,120605,4144830
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2027,76593,2348644,66597,2214878
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2027,83327,2621609,75554,2488154
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2027,87527,2735868,80804,2597360
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2025,135137,4479822,128799,4110242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2025,108065,3552518,101724,3164672
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2025,104096,3358635,97744,2952268
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2026,156379,5095659,150612,4695846
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2026,183970,5712125,180369,5369396
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2026,133513,4482053,131474,4171242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2026,80685,2543428,79209,2232525
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2026,92512,2984181,91609,2673530
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2026,102537,3291906,101762,2967082
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2026,144812,4934429,138387,4398736
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2026,162102,5427751,155653,4873221
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2026,167305,5328786,160674,4751826
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2026,154757,5140865,148304,4549899
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2026,127686,4213561,121229,3604329
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2026,123717,4019678,117248,3391925
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2027,175999,5756702,170117,5135503
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2027,203591,6373167,199874,5809053
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2027,153133,5143096,150979,4610899
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2027,100306,3204471,98714,2672182
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2027,112133,3645224,111114,3113187
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2027,122158,3952949,121267,3406738
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2027,164432,5595471,157892,4838393
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2027,181722,6088793,175158,5312878
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2027,186926,5989828,180179,5191483
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2025,61101,1817757,59973,1809742
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2025,162716,5371199,146320,4823294
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2025,109993,3361333,117192,3618740
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2026,168308,5433628,177648,5789931
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2026,207836,6521306,173523,5623823
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2026,75055,2294254,63460,1964005
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2026,52106,1428987,42149,1150867
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2026,109893,3531582,109935,3572725
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2026,169835,5492155,170332,5559310
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2026,210873,7074058,193292,6311114
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2026,101914,3196870,103513,3319699
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2026,106166,3158453,106108,3210407
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2026,68681,1934995,68796,1996198
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2026,170296,5488438,155143,5009750
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2026,117573,3478572,126015,3805196
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2027,175888,5550867,186471,5976388
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2027,215416,6638545,182346,5810279
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2027,82635,2411493,72283,2150461
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2027,59686,1546226,50972,1337323
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2027,117473,3648821,118758,3759181
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2027,177415,5609394,179155,5745766
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2027,218453,7191297,202114,6497570
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2027,109494,3314109,112336,3506155
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2027,113746,3275692,114931,3396863
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2025,52179,1546653,44351,1279183
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2025,28719,678610,27742,653701
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2025,54987,1569978,54251,1556324
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2026,136886,4395585,120323,3883662
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2026,73277,2292324,72794,2293072
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2026,283852,9940110,194709,6922004
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2026,59462,1741285,59225,1756192
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2026,21039,342039,20925,364055
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2026,29571,609235,29943,649986
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2026,51320,1608590,50035,1590110
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2026,34659,848712,33757,847512
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2026,16831,130709,16699,161644
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2026,47677,1244538,41349,1063003
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2026,24217,376495,24740,437522
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2026,50485,1267863,51249,1340145
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2027,132384,4093470,117322,3667483
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2027,68775,1990208,69792,2076893
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2027,279350,9637995,191708,6705825
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2027,54960,1439170,56223,1540012
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2027,16537,39924,17923,147876
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2027,25069,307120,26941,433807
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2027,46818,1306475,47033,1373930
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2027,30157,546597,30756,631333
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2027,12329,0,13697,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2025,220175,7395300,185266,6104266
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2025,172230,5711732,146311,4718796
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2025,184282,5973233,171876,5450536
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2026,217443,7237124,172149,5475519
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2026,254418,8563865,218065,7233213
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2026,169685,5723292,111470,3609958
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2026,112745,3841397,101414,3178648
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2026,145828,4830769,137755,4264692
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2026,243003,8527909,207866,6968740
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2026,156752,5475490,152597,5026819
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2026,215206,7398282,209049,6872281
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2026,211550,7155958,178534,5689918
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2026,237131,8078031,203297,6586767
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2026,189185,6394463,164342,5201298
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2026,201237,6655964,189907,5933038
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2027,234398,7919855,190180,5958021
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2027,271373,9246596,236096,7715715
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2027,186640,6406023,129501,4092460
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2027,129700,4524128,119445,3661149
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2027,162783,5513500,155786,4747194
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2027,259958,9210640,225897,7451242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2027,173707,6158221,170628,5509320
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2027,232161,8081013,227080,7354783
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2027,228505,7838689,196565,6172419
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2025,281536,7560957,274783,7770087
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2025,375692,9729639,326640,8718457
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2025,288379,7518811,247439,6793493
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2026,301518,7595661,278381,7460745
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2026,939468,23989849,408286,11600767
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2026,384858,11365306,361296,10971752
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2026,336461,9832157,304606,9458895
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2026,262295,7183096,280116,8397388
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2026,194337,4685081,213373,5956340
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2026,241020,6543924,219287,6315178
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/08/2026,379762,10612838,392244,11603045
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/09/2026,362042,10103549,355725,10676315
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2026,306031,8218576,310043,9206710
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2026,400186,10387259,361899,10155080
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2026,312873,8176430,282698,8230116
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2027,326012,8253280,313641,8897368
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2027,963962,24647468,443546,13037390
