Producto - Descripción,Cliente - Descripción,Fecha,Pedido_piezas,Pedido_MXN,Factura_piezas,Factura_MXN
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/01/2026,203315,8503913,168447,6065732
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/02/2026,190284,7157417,140193,4727280
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/03/2026,312454,11492166,2504,23638
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/04/2026,234888,8968390,141199,4887489
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/05/2026,144391,4883846,145589,4808723
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/06/2026,725,4704,2477,23003
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/07/2026,121480,4011192,128377,4220947
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/08/2026,14257,474169,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/09/2026,103103,3390550,91984,3030674
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/10/2026,236077,10358575,107704,3336110
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/11/2026,448951,19352097,367520,14078625
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/12/2026,357298,14213210,157578,5459840
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/01/2027,199582,7585205,177432,6259123
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/02/2027,141468,5070948,124217,4199051
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/03/2027,274292,9721234,12167,184226
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/04/2027,144861,5225811,116287,3995660
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/05/2027,161443,5478765,158261,5284560
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/06/2027,10065,143906,12260,183727
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/07/2027,152091,5098424,147147,4900358
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/08/2027,6222,208073,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 2,01/09/2027,82779,2761596,80818,2691821
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2025,4372,69556,28614,454549
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2025,2996,17225,3317,27319
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2025,68877,2000739,3820,44833
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2026,155416,5175035,4034,53642
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2026,46157,647857,1675,12931
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2026,82551,2575428,38821,1083764
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2026,24333,358028,8067,101820
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2026,3994,58278,447,2787
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2026,22133,883352,45382,859209
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2026,128501,3824887,29248,526154
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2026,42676,625746,38455,694656
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2026,1440,10269,369,2285
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/10/2026,29494,835072,44811,854899
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/11/2026,4946,50604,4811,46220
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/12/2026,78556,2292341,5201,69453
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/01/2027,160873,4504124,5210,77221
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/02/2027,46577,806641,2071,17512
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/03/2027,82747,2528639,46288,1395008
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/04/2027,24348,448973,9335,125632
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/05/2027,3995,82877,504,3320
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/06/2027,22134,1049472,50171,993892
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/07/2027,128503,4085680,31785,593957
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/08/2027,42676,784484,41202,768404
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 3,01/09/2027,1440,5073,390,2485
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2025,583,3743,1644,13187
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2025,2394,37094,172018,5360375
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2025,30,86,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2026,32,118,322,1557
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2026,24,58,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2026,153,388,1626,10301
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2026,800,4483,323,1560
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2026,21,70,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2026,517,4417,500160,15542489
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2026,20,77,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2026,5,6,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2026,66,302,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/10/2026,583,3743,10889,162398
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/11/2026,2394,37094,282498,8898161
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/12/2026,30,86,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/01/2027,32,118,21,51
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/02/2027,24,58,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/03/2027,153,388,32176,414960
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/04/2027,800,4483,21,51
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/05/2027,21,70,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/06/2027,517,4417,500160,16203958
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/07/2027,20,77,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/08/2027,5,6,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 4,01/09/2027,66,302,0,0
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2025,120651,3617548,1117266,5422457
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2025,12803,223782,13662,230955
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2025,446515,22920793,25344,377637
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2026,2204203,229978076,713203,41040757
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2026,71570,2761363,46832,825907
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2026,9242,140620,3031,43288
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2026,7688,115273,10445,185440
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2026,42991,1152489,1524,11884
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2026,73310,1991705,114197,4290841
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2026,20302,525032,14066,260465
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2026,68592,1861289,110279,4168281
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2026,22582,524188,15357,169376
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/10/2026,337291,13810674,724985,20869182
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/11/2026,35794,854332,39803,888869
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/12/2026,1248266,87504458,73833,1453400
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/01/2027,6162002,877984739,2077700,157951811
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/02/2027,200081,10542027,136433,3178634
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/03/2027,25838,536845,8832,166605
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/04/2027,21495,440078,30429,713698
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/05/2027,120186,4399848,4442,45740
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/06/2027,204944,7603711,332681,16513978
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/07/2027,56758,2004413,40980,1002443
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/08/2027,191755,7105826,321265,16042286
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 5,01/09/2027,63130,2001190,44739,651871
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2025,46183,1523240,46470,1546301
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2025,1466,18920,1266,16269
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2025,55871,1807003,57365,1864091
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2026,26700,644156,23136,557220
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2026,240730,13094504,177282,9655383
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2026,36580,973072,36832,984600
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2026,74858,3095570,71355,2960486
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2026,10216,152193,10613,157823
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2026,260120,17228306,230142,15179983
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2026,44121,1181936,45577,1227741
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2026,245737,13986597,232546,13143855
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2026,50722,1713429,47536,1593110
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/10/2026,114986,5072682,114564,5100274
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/11/2026,3651,63011,3123,53663
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/12/2026,139107,6017666,141423,6148462
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/01/2027,66478,2145165,57039,1837918
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/02/2027,599360,43607195,437052,31847016
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/03/2027,91076,3240517,90804,3247575
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/04/2027,186380,10308841,175912,9764778
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/05/2027,25437,506836,26166,520562
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/06/2027,647635,57373543,567368,50069187
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/07/2027,109851,3936073,112361,4049546
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/08/2027,611825,46578036,573293,43353284
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 6,01/09/2027,126288,5706047,117191,5254666
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2025,167626,47848,132571,4203350
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2025,92,1413,98,346
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2025,105,1220,107,376
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2026,142577,2716850,142792,4668994
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2026,115017,481221,115405,3762184
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2026,51,1948,54,195
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2026,89988,913,76674,2470803
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2026,108518,6713,109186,3543597
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2026,1508,4615,1396,12868
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2026,90,989,97,339
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2026,89317,502027,81403,2634353
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2026,216829,414977,215756,6872597
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/10/2026,179957,47848,156725,4905139
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/11/2026,14,1413,14,33
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/12/2026,15,1220,15,35
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/01/2027,137031,2716850,137071,4556361
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/02/2027,105259,481221,105327,3499090
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/03/2027,10,1948,10,23
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/04/2027,71358,913,57600,1909179
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/05/2027,92333,6713,92443,3068361
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/06/2027,10647,4615,10457,151239
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/07/2027,14,989,14,33
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/08/2027,69664,502027,65682,2178874
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 7,01/09/2027,247071,414977,246833,7851272
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2025,43,136,44,140
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2025,3286,34393,2905,29764
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2025,1630,23428,756,7364
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2026,42578,1473134,47950,1676807
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2026,72111,2472532,70510,2409030
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2026,4803,47160,2657,20991
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2026,5200,72510,4066,50521
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2026,4923,50132,3313,27448
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2026,28167,450962,15470,210899
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2026,2186,22254,2330,26079
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2026,834,6313,821,6242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2026,29502,596574,26251,507068
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/10/2026,43,136,44,140
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/11/2026,3286,34393,2905,29764
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/12/2026,1630,23428,756,7364
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/01/2027,42578,1473134,47950,1676807
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/02/2027,72111,2472532,70510,2409030
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/03/2027,4803,47160,2657,20991
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/04/2027,5200,72510,4066,50521
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/05/2027,4923,50132,3313,27448
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/06/2027,28167,450962,15470,210899
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/07/2027,2186,22254,2330,26079
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/08/2027,834,6313,821,6242
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 8,01/09/2027,29502,596574,26251,507068
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2025,2825,32435,3644,49417
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2025,2991,34936,499,3543
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2025,19454,1053396,855,8125
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2026,730733,42612901,2734025,280230183
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2026,568131,32403548,115090,3968621
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2026,311771,17669939,178678,8629289
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2026,300984,17126503,59691,2097309
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2026,432862,24601944,14761,291681
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2026,246648,14014616,2141,25492
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2026,467919,26577231,15001,307669
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2026,1460,12107,5687,92260
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2026,203428,11613101,16333,311482
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/10/2026,93857,2953911,11555,219129
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/11/2026,101746,3279337,2064,21353
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/12/2026,18420,1365811,1140,12235
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/01/2027,1844079,150201460,5150521,647361582
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/02/2027,1358346,107374884,279582,12743131
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/03/2027,522000,41245804,146575,7160871
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/04/2027,630596,49839507,137975,6416115
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/05/2027,849052,67100621,40572,1103444
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/06/2027,476788,37679511,6592,112044
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/07/2027,884829,69925218,41173,1158627
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/08/2027,255,1428,6379,112860
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente 9,01/09/2027,512368,40503567,43592,1149605
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2025,214679,6831307,196322,5688313
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2025,113597,3563292,95800,3092714
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2025,90701,2895079,51500,1698243
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2026,224751,7580475,207897,7026159
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2026,156388,5316962,127200,4272273
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2026,195244,6709556,118062,3998621
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2026,181101,5981820,154449,5103446
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2026,168201,5486568,152099,4960373
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2026,194308,6360017,183440,5982898
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2026,127088,4214883,111940,3757735
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2026,185528,6180456,119605,4003333
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2026,191244,6362475,181484,6027365
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/10/2026,216670,6941005,203891,6160892
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/11/2026,115666,3687215,94991,3064753
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/12/2026,92853,3019541,49702,1635416
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/01/2027,217714,7394609,204584,6951116
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/02/2027,153445,5257793,131862,4493478
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/03/2027,183558,6303800,117188,3984981
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/04/2027,191457,6377960,159530,5307562
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/05/2027,167990,5526047,155999,5135996
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/06/2027,200975,6632616,193076,6361410
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/07/2027,120095,3982864,104082,3490942
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/08/2027,172497,5756773,108088,3601547
ANALGESICO + ANTIPERETICO TABLETAS 1,Cliente Otros,01/09/2027,203464,6840844,192368,6461499
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2025,346327,9994861,355401,10330447
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2025,317840,9005155,255479,7324160
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2025,213484,5467867,199948,5046641
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2026,370400,10205174,269948,7403695
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2026,398548,10980156,205227,5627857
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2026,273062,7525798,96803,2652877
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2026,372924,10270691,378752,10387767
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2026,375859,10351350,185927,5096881
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2026,210753,5802442,91130,2498642
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2026,308872,8504434,170000,4661016
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/08/2026,305643,8416309,297019,8146419
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/09/2026,344992,9502726,209141,5733712
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/10/2026,399619,11188271,328223,9146732
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/11/2026,369373,10237294,293534,8132871
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/12/2026,239223,6273601,239578,6284792
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/01/2027,398693,11063608,258433,7171889
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/02/2027,423585,11754315,221299,6141492
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/03/2027,319864,8876397,179740,4988581
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/04/2027,363009,10073000,362881,10070462
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/05/2027,364345,10110059,267065,7411922
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/06/2027,188476,5229790,111161,3084995
ANALGESICO + ANTIPERETICO TABLETAS 2,Cliente 1,01/07/2027,281218,7803238,212316,5892319
